,0
nse,-0.059641188705888304
rmse,0.15321713137946
R2,0.6103150940731747
biasabs,0.10469334584721993
nse_forest,-0.06920966920393878
rmse_forest,0.1493825750563122
R2_forest,0.5784039250995449
biasabs_forest,0.09827260089395397
nse_shrub,-0.1865263902160228
rmse_shrub,0.14964110759263652
R2_shrub,0.5923390608195858
biasabs_shrub,0.10823995765276688
nse_grass,-0.032464880485339354
rmse_grass,0.14913931929501445
R2_grass,0.6286713685067837
biasabs_grass,0.10033922096061863
nse_crop,0.03709770888861352
rmse_crop,0.1647055235738768
R2_crop,0.6418460218667846
biasabs_crop,0.11192160388154018
rmse_0_5,0.10108252231292394
rmse_5_10,0.13905759408978763
rmse_10_15,0.1531572323895749
rmse_15_20,0.16041991696928104
