,0
nse,0.038419493923740555
rmse,0.14433994969204103
R2,0.6159137209864085
biasabs,0.09510866704594402
nse_forest,0.0533563559098591
rmse_forest,0.13961610333087401
R2_forest,0.5921034560989639
biasabs_forest,0.08776562917386592
nse_shrub,-0.09761649278248452
rmse_shrub,0.14205075370873646
R2_shrub,0.6015642306943361
biasabs_shrub,0.0968237802904235
nse_grass,0.07132372070989024
rmse_grass,0.13966909166501726
R2_grass,0.6277974868424724
biasabs_grass,0.09226826014273123
nse_crop,0.11408067180784198
rmse_crop,0.1560238500635364
R2_crop,0.6421897103098618
biasabs_crop,0.10357699857675547
rmse_0_5,0.08993234847688955
rmse_5_10,0.12637251278734724
rmse_10_15,0.14573611845548312
rmse_15_20,0.15739505710758153
