,0
nse,0.008882545888088789
rmse,0.1478961637180172
R2,0.6084015892818723
biasabs,0.09922531416358751
nse_forest,-0.0045202774643779975
rmse_forest,0.1449988026201353
R2_forest,0.5875488671244417
biasabs_forest,0.09484667311788451
nse_shrub,-0.10122480630306496
rmse_shrub,0.1440027648343934
R2_shrub,0.5964090041363501
biasabs_shrub,0.10076329001020344
nse_grass,0.04494273986005126
rmse_grass,0.14264123445587878
R2_grass,0.6176102236191624
biasabs_grass,0.09475651953521277
nse_crop,0.08664739076531047
rmse_crop,0.15994185296166133
R2_crop,0.632038262247535
biasabs_crop,0.10653477399104935
rmse_0_5,0.09101647725723398
rmse_5_10,0.1307287545772362
rmse_10_15,0.15096920119767981
rmse_15_20,0.1592774255466815
