,0
nse,0.004374694091346498
rmse,0.14757360953708967
R2,0.6076844336272812
biasabs,0.0985230628609251
nse_forest,0.012374037678225092
rmse_forest,0.14314371098603282
R2_forest,0.5880436045520674
biasabs_forest,0.09230443613065972
nse_shrub,-0.1257037458153274
rmse_shrub,0.14459806063709568
R2_shrub,0.5932330653324858
biasabs_shrub,0.10101128411648058
nse_grass,0.028315472989470125
rmse_grass,0.143466047194459
R2_grass,0.6171092269992354
biasabs_grass,0.09511724943040939
nse_crop,0.09035867986485813
rmse_crop,0.1590866193307712
R2_crop,0.632351837625336
biasabs_crop,0.1056592817661507
rmse_0_5,0.08784002385448553
rmse_5_10,0.1298768028084396
rmse_10_15,0.15125898135047658
rmse_15_20,0.16125061091509924
