,0
nse,0.04068423244706487
rmse,0.1450446996867863
R2,0.6090943257961137
biasabs,0.09667670892013999
nse_forest,0.054895802791383286
rmse_forest,0.1400965749202994
R2_forest,0.5944813229204666
biasabs_forest,0.09109369068582654
nse_shrub,-0.06421683074421614
rmse_shrub,0.14137518034337865
R2_shrub,0.59874822551363
biasabs_shrub,0.09858649283515772
nse_grass,0.06306678908809826
rmse_grass,0.14083996025416345
R2_grass,0.6150089136826433
biasabs_grass,0.09291330807001973
nse_crop,0.10135877498597412
rmse_crop,0.1578670832293037
R2_crop,0.6281388410677144
biasabs_crop,0.10411334408955597
rmse_0_5,0.08597891098563598
rmse_5_10,0.12717656586503942
rmse_10_15,0.14920971799421695
rmse_15_20,0.15864820220266804
