,0
nse,0.030533994795108432
rmse,0.15159159316638826
R2,0.5454555443027054
biasabs,0.09216466727286002
nse_forest,-0.008082784078381255
rmse_forest,0.150047137093863
R2_forest,0.5092930019699918
biasabs_forest,0.0907451027388751
nse_shrub,-0.018160771256570563
rmse_shrub,0.13773588081772245
R2_shrub,0.5557530878789746
biasabs_shrub,0.08701520649774538
nse_grass,0.0024561403196008413
rmse_grass,0.1509564376694775
R2_grass,0.5255567269474705
biasabs_grass,0.09004358145119651
nse_crop,0.13747135421143852
rmse_crop,0.16762691708449
R2_crop,0.5912193604143846
biasabs_crop,0.10085477840362314
rmse_0_5,0.09213993444334757
rmse_5_10,0.12744402710482353
rmse_10_15,0.15504510582199624
rmse_15_20,0.1692417811106876
