,0
nse,-0.03101088757877113
rmse,0.15082099520907644
R2,0.6003797426898198
biasabs,0.10212413870846807
nse_forest,-0.06743085192719533
rmse_forest,0.1496394627821022
R2_forest,0.5671360186287635
biasabs_forest,0.09876058764636952
nse_shrub,-0.1748227221850578
rmse_shrub,0.1493568064080109
R2_shrub,0.5932419068017757
biasabs_shrub,0.10732538937390304
nse_grass,0.03185492819040592
rmse_grass,0.1437822451826964
R2_grass,0.6159613822535958
biasabs_grass,0.09597421199774449
nse_crop,0.06901448186817416
rmse_crop,0.16050546646349623
R2_crop,0.6251796630751439
biasabs_crop,0.1064363658158552
rmse_0_5,0.09330100930545443
rmse_5_10,0.13299071045839916
rmse_10_15,0.1531554396798136
rmse_15_20,0.16495243220143394
