,0
nse,-0.6715464525633834
rmse,0.20122317463765926
R2,0.5332740232659479
biasabs,0.14850155927743175
nse_forest,-0.5220552420064446
rmse_forest,0.18735884429108385
R2_forest,0.5452192787251698
biasabs_forest,0.13534319991984636
nse_shrub,-0.5710061270966342
rmse_shrub,0.17687223925569995
R2_shrub,0.5452234091921265
biasabs_shrub,0.12885197070222262
nse_grass,-0.6708597793207902
rmse_grass,0.19622071567964536
R2_grass,0.5342813795992061
biasabs_grass,0.14585498857345783
nse_crop,-0.9638933484787993
rmse_crop,0.2444408993242079
R2_crop,0.5083720255472888
biasabs_crop,0.18395607791420024
rmse_0_5,0.08505227045258885
rmse_5_10,0.15457034476747747
rmse_10_15,0.21458172882620272
rmse_15_20,0.24726424942850259
