,0
nse,0.0820996952642743
rmse,0.1412945684607179
R2,0.6176959707261565
biasabs,0.09293704726205908
nse_forest,0.09700046126274597
rmse_forest,0.13612368570494277
R2_forest,0.5979501050252575
biasabs_forest,0.0865485903009182
nse_shrub,-0.016412057630936783
rmse_shrub,0.13677932483613806
R2_shrub,0.6054530972199698
biasabs_shrub,0.0915786529741629
nse_grass,0.11059560027606352
rmse_grass,0.13722674223788858
R2_grass,0.6268233024237635
biasabs_grass,0.09020915883937622
nse_crop,0.13059737024503382
rmse_crop,0.15504852106390224
R2_crop,0.6405573782356353
biasabs_crop,0.103411786933779
rmse_0_5,0.0847512409396433
rmse_5_10,0.12559606120462646
rmse_10_15,0.14385741968991794
rmse_15_20,0.15317347180803514
