,0
nse,-0.002544679641726777
rmse,0.1486841063504308
R2,0.6061407251882202
biasabs,0.09887545789214297
nse_forest,-0.018792441530269155
rmse_forest,0.14607912293712824
R2_forest,0.5792531671166488
biasabs_forest,0.09405701592574639
nse_shrub,-0.1165125899924413
rmse_shrub,0.14433314663976154
R2_shrub,0.5885526310881021
biasabs_shrub,0.10081117551520136
nse_grass,0.03344766951394185
rmse_grass,0.14402592170890674
R2_grass,0.6208854492374254
biasabs_grass,0.09500244586005314
nse_crop,0.081105728431069
rmse_crop,0.1602982341159267
R2_crop,0.6358716533107044
biasabs_crop,0.10563119426757103
rmse_0_5,0.08948830868670932
rmse_5_10,0.13085903155729406
rmse_10_15,0.15076917253689429
rmse_15_20,0.1635829086825946
