,0
nse,0.03762813248361918
rmse,0.14531330296442707
R2,0.6164839917568102
biasabs,0.09629927924635925
nse_forest,0.05592238065902566
rmse_forest,0.13968493116443445
R2_forest,0.5984391172935909
biasabs_forest,0.08975257220763862
nse_shrub,-0.0781022477212665
rmse_shrub,0.14185166324269596
R2_shrub,0.6066436702615533
biasabs_shrub,0.09672120067017366
nse_grass,0.07024169605216857
rmse_grass,0.14089390955089318
R2_grass,0.6270933492344123
biasabs_grass,0.09358644533051569
nse_crop,0.09363676976480861
rmse_crop,0.15882270789968464
R2_crop,0.6337598302376845
biasabs_crop,0.1051368987771091
rmse_0_5,0.08719774315686941
rmse_5_10,0.12828838848356178
rmse_10_15,0.1487886948348269
rmse_15_20,0.1587660346683728
