,0
nse,0.047061521963173814
rmse,0.14474735575068592
R2,0.6152641269367304
biasabs,0.09554238239910173
nse_forest,0.036018018986083034
rmse_forest,0.14170744906719526
R2_forest,0.5783756083224442
biasabs_forest,0.0915506017284436
nse_shrub,-0.0380350224062842
rmse_shrub,0.13897143270207882
R2_shrub,0.6186985684639807
biasabs_shrub,0.09517392431991006
nse_grass,0.08021769036422666
rmse_grass,0.1401729408508387
R2_grass,0.6273756100274166
biasabs_grass,0.0913450010803245
nse_crop,0.1041391275950474
rmse_crop,0.15813760038263094
R2_crop,0.63660672093308
biasabs_crop,0.10410000246772874
rmse_0_5,0.09003346168094603
rmse_5_10,0.12948659218157815
rmse_10_15,0.1458449203159998
rmse_15_20,0.15623223553351448
