,0
nse,-0.030623970811662016
rmse,0.15240149787865126
R2,0.6184557811481645
biasabs,0.1057994738111587
nse_forest,-0.002735266906069622
rmse_forest,0.1454572668787359
R2_forest,0.6038119123395979
biasabs_forest,0.09853743500670266
nse_shrub,-0.13772580212178775
rmse_shrub,0.1471338283803416
R2_shrub,0.6057850394257672
biasabs_shrub,0.10531160310782635
nse_grass,-0.009938298140871549
rmse_grass,0.14912981326096852
R2_grass,0.6250652785941436
biasabs_grass,0.1029593383506814
nse_crop,0.020610207656103663
rmse_crop,0.16788508299455895
R2_crop,0.6391608942331491
biasabs_crop,0.11638951877942438
rmse_0_5,0.09542182509461734
rmse_5_10,0.13593737687352128
rmse_10_15,0.1556536653968924
rmse_15_20,0.16444528780692844
