,0
nse,0.07375312218018726
rmse,0.1418545746053454
R2,0.6238614874859549
biasabs,0.09244415438713657
nse_forest,0.06174329691899816
rmse_forest,0.13956478337245112
R2_forest,0.5968218227719756
biasabs_forest,0.08781285432927749
nse_shrub,-0.03768452657193633
rmse_shrub,0.13848616804225464
R2_shrub,0.6156235579024109
biasabs_shrub,0.09371590725546207
nse_grass,0.10691766766490463
rmse_grass,0.13697098545866376
R2_grass,0.6343681201239681
biasabs_grass,0.08893403317586282
nse_crop,0.1538143713911011
rmse_crop,0.15239636154801212
R2_crop,0.6486324491454651
biasabs_crop,0.09931382278794387
rmse_0_5,0.08616941819925054
rmse_5_10,0.1256183033720586
rmse_10_15,0.1446413120739679
rmse_15_20,0.15368319440890554
