,0
nse,0.01271273450819188
rmse,0.1474045996884596
R2,0.6075473911164866
biasabs,0.09901657280975734
nse_forest,0.020130937296047202
rmse_forest,0.14297542751950382
R2_forest,0.590094479219502
biasabs_forest,0.09377810741250991
nse_shrub,-0.09072375696877533
rmse_shrub,0.14351993895317647
R2_shrub,0.5972102678008128
biasabs_shrub,0.10075992890802485
nse_grass,0.02645404022537079
rmse_grass,0.14372670201445123
R2_grass,0.612009189975155
biasabs_grass,0.09543697856721294
nse_crop,0.0868740066570326
rmse_crop,0.1593963302667068
R2_crop,0.6308756274704769
biasabs_crop,0.10609127635128171
rmse_0_5,0.09037447066103793
rmse_5_10,0.131104214926236
rmse_10_15,0.14984570861234575
rmse_15_20,0.16006042764793094
