,0
nse,-0.09157639322978461
rmse,0.15715390256083214
R2,0.6019741184060284
biasabs,0.10987975021398348
nse_forest,-0.0681373562742249
rmse_forest,0.15048901674488754
R2_forest,0.5877086620459124
biasabs_forest,0.10188640131804823
nse_shrub,-0.17067160890366573
rmse_shrub,0.1500312813879123
R2_shrub,0.5940557279407289
biasabs_shrub,0.10708720314937434
nse_grass,-0.06977888927760834
rmse_grass,0.15355461820991778
R2_grass,0.6111020961126279
biasabs_grass,0.10779715924523306
nse_crop,-0.0615328377779778
rmse_crop,0.17454069390061092
R2_crop,0.6150299875248443
biasabs_crop,0.12274823714327826
rmse_0_5,0.09395598410335547
rmse_5_10,0.14048866983294706
rmse_10_15,0.16054699169677386
rmse_15_20,0.17056708135413357
