,0
nse,0.03268963988269036
rmse,0.14595122696682108
R2,0.6036762740235355
biasabs,0.09463067282021904
nse_forest,-0.03504900183450843
rmse_forest,0.14832438432200679
R2_forest,0.5630885151358628
biasabs_forest,0.09452355766956717
nse_shrub,-0.027399971323147643
rmse_shrub,0.1380466861744146
R2_shrub,0.602354582184908
biasabs_shrub,0.09158726074779538
nse_grass,0.08927349878071378
rmse_grass,0.1389073056426059
R2_grass,0.6182658808139094
biasabs_grass,0.08900574035907786
nse_crop,0.09611004671598944
rmse_crop,0.158526531728257
R2_crop,0.6309961179594619
biasabs_crop,0.10340613250443574
rmse_0_5,0.0873738184991639
rmse_5_10,0.12687410622703735
rmse_10_15,0.14759588359246228
rmse_15_20,0.1626442530900886
