,0
nse,0.014989386553823536
rmse,0.147390813725275
R2,0.6089804484445422
biasabs,0.09845566908470972
nse_forest,0.004735497548929102
rmse_forest,0.1438326575748398
R2_forest,0.5894535163092885
biasabs_forest,0.09354713545729915
nse_shrub,-0.08229853925961628
rmse_shrub,0.14282013523476256
R2_shrub,0.5972279724400862
biasabs_shrub,0.09935264772733499
nse_grass,0.03382330134781575
rmse_grass,0.14418559672157544
R2_grass,0.6183530557963725
biasabs_grass,0.09599222882937852
nse_crop,0.09551404339464975
rmse_crop,0.15872486536992222
R2_crop,0.6308872492324218
biasabs_crop,0.10493066432482621
rmse_0_5,0.09051372877742375
rmse_5_10,0.12959883690734167
rmse_10_15,0.1499819762953553
rmse_15_20,0.1599793667666119
