,0
nse,-0.013316080778271733
rmse,0.14971756244582993
R2,0.6087536814189818
biasabs,0.10230786597074415
nse_forest,0.021925934622559762
rmse_forest,0.1423221863840375
R2_forest,0.5981690270702457
biasabs_forest,0.09473371880375049
nse_shrub,-0.13443905163722158
rmse_shrub,0.14668697177839146
R2_shrub,0.5965352886823392
biasabs_shrub,0.10428466757812746
nse_grass,0.00019657190400623747
rmse_grass,0.1463888739930428
R2_grass,0.611724524140833
biasabs_grass,0.09946579635922578
nse_crop,0.04944056002861408
rmse_crop,0.1634722176278479
R2_crop,0.6285858857825092
biasabs_crop,0.11074728114187285
rmse_0_5,0.08953363953379158
rmse_5_10,0.13210418604838298
rmse_10_15,0.1539409957897639
rmse_15_20,0.16340678884315463
