,0
nse,0.004323732092181398
rmse,0.14842702998898188
R2,0.6084289608624018
biasabs,0.09951186750099837
nse_forest,0.008342266203232196
rmse_forest,0.14406000658835297
R2_forest,0.5914325982631186
biasabs_forest,0.09342307611383698
nse_shrub,-0.10793736141878085
rmse_shrub,0.14465198162300477
R2_shrub,0.5910796577436754
biasabs_shrub,0.10136460314492114
nse_grass,0.03318793850480417
rmse_grass,0.14381848497345523
R2_grass,0.6190049777859777
biasabs_grass,0.0953733377545126
nse_crop,0.07471793098477475
rmse_crop,0.16117764677111454
R2_crop,0.6321986096568353
biasabs_crop,0.1078864529907228
rmse_0_5,0.09077233171119745
rmse_5_10,0.1306035342786328
rmse_10_15,0.15089282331560505
rmse_15_20,0.16074110978502582
