,0
nse,0.0023877947254933307
rmse,0.14774985216580247
R2,0.5990994537089811
biasabs,0.09964157175727853
nse_forest,0.02849106425713166
rmse_forest,0.14155470858188737
R2_forest,0.5926111765340827
biasabs_forest,0.0930077191369076
nse_shrub,-0.12239873815617486
rmse_shrub,0.14544828958716421
R2_shrub,0.5790588140348207
biasabs_shrub,0.10268983163148518
nse_grass,0.03145210725834069
rmse_grass,0.14289976802274085
R2_grass,0.6046959840566853
biasabs_grass,0.09505742901128104
nse_crop,0.06205791603043842
rmse_crop,0.1610966424714174
R2_crop,0.6200318402103357
biasabs_crop,0.1078113072494403
rmse_0_5,0.0832908260312714
rmse_5_10,0.13192400164510862
rmse_10_15,0.1534925098071326
rmse_15_20,0.16091519324088516
