,0
nse,-0.2784786007003337
rmse,0.168788707082177
R2,0.5706186509420056
biasabs,0.11495587506667741
nse_forest,-0.32976902437696465
rmse_forest,0.16851825182967772
R2_forest,0.5545105897100063
biasabs_forest,0.11340855113779352
nse_shrub,-0.30723337557189767
rmse_shrub,0.15831709611047337
R2_shrub,0.5786182033046925
biasabs_shrub,0.1088060652523128
nse_grass,-0.28010914927848507
rmse_grass,0.1652482586124616
R2_grass,0.5660538463691401
biasabs_grass,0.11343248082340993
nse_crop,-0.20101765937014582
rmse_crop,0.18307122177609525
R2_crop,0.5832919643841832
biasabs_crop,0.12417640305319338
rmse_0_5,0.08702742838450148
rmse_5_10,0.14028482143171941
rmse_10_15,0.1760469401021367
rmse_15_20,0.19305512970849734
