,0
nse,-0.03446086304912077
rmse,0.15182169321732264
R2,0.597873727129547
biasabs,0.10257515660597695
nse_forest,-0.007096492496550422
rmse_forest,0.1452673893165416
R2_forest,0.580308221441822
biasabs_forest,0.09438472780917975
nse_shrub,-0.168754688806942
rmse_shrub,0.1477878875518395
R2_shrub,0.5940222770704675
biasabs_shrub,0.10450149229232791
nse_grass,0.024444744127247953
rmse_grass,0.14592665241318653
R2_grass,0.6078630713495933
biasabs_grass,0.09747979209520573
nse_crop,0.0024362196239231526
rmse_crop,0.16830484358772294
R2_crop,0.609301338656305
biasabs_crop,0.11393461422719442
rmse_0_5,0.08760812864268093
rmse_5_10,0.13251587296579803
rmse_10_15,0.15527378771267303
rmse_15_20,0.16840200836915317
