,0
nse,0.04378115091670054
rmse,0.14609229057881748
R2,0.623508456865388
biasabs,0.0973000327537195
nse_forest,0.011228238099026289
rmse_forest,0.14451501748005818
R2_forest,0.6004658614727898
biasabs_forest,0.09515823067484513
nse_shrub,-0.021994302959282397
rmse_shrub,0.13918498744412383
R2_shrub,0.6191942378379742
biasabs_shrub,0.09630860371070399
nse_grass,0.06423791191932082
rmse_grass,0.14264824880419807
R2_grass,0.6349390022566789
biasabs_grass,0.0938871774678283
nse_crop,0.11599602653871188
rmse_crop,0.15802090858688986
R2_crop,0.6394347258941093
biasabs_crop,0.10384611916150056
rmse_0_5,0.08610696881815036
rmse_5_10,0.12538430786300933
rmse_10_15,0.1515149176422383
rmse_15_20,0.16071949862929236
