,0
nse,-0.6529076923785597
rmse,0.20067037919141137
R2,0.5353811452784369
biasabs,0.1490375049470291
nse_forest,-0.48928903015107617
rmse_forest,0.18597605233240722
R2_forest,0.5467383688320222
biasabs_forest,0.13547850070798387
nse_shrub,-0.5570301465986645
rmse_shrub,0.17637737603239936
R2_shrub,0.5623403708072179
biasabs_shrub,0.129874543411156
nse_grass,-0.6532435016981126
rmse_grass,0.19560230215412577
R2_grass,0.5302735707136442
biasabs_grass,0.14636446734083114
nse_crop,-0.9578573852629289
rmse_crop,0.24472578624671318
R2_crop,0.5021722707608636
biasabs_crop,0.18443250832814545
rmse_0_5,0.08474565513052695
rmse_5_10,0.1550447868623206
rmse_10_15,0.21423762989286232
rmse_15_20,0.24589740878914512
