,0
nse,0.04903100271208616
rmse,0.15032956636416955
R2,0.539878635398678
biasabs,0.0902945925806904
nse_forest,0.004056685762567902
rmse_forest,0.14934290003092174
R2_forest,0.5082708848837608
biasabs_forest,0.08929573459439116
nse_shrub,0.005095512050283357
rmse_shrub,0.13679911032441366
R2_shrub,0.5351753531935128
biasabs_shrub,0.08550729066137945
nse_grass,0.01998855778891695
rmse_grass,0.1499573342145196
R2_grass,0.5237448733135804
biasabs_grass,0.08873687746244273
nse_crop,0.1581157437159817
rmse_crop,0.16521892088682327
R2_crop,0.592323430203858
biasabs_crop,0.09763846760454824
rmse_0_5,0.09212265430622535
rmse_5_10,0.1266608349998128
rmse_10_15,0.15329310397091359
rmse_15_20,0.16724151617031996
