,0
nse,0.05189676974072066
rmse,0.14417692136496713
R2,0.6178088765676057
biasabs,0.0953098660479794
nse_forest,0.05050291693173592
rmse_forest,0.1403924995449001
R2_forest,0.5955085471139456
biasabs_forest,0.09005979752944435
nse_shrub,-0.060486457286494044
rmse_shrub,0.14068907938677974
R2_shrub,0.6057157734733747
biasabs_shrub,0.0960100464454954
nse_grass,0.0838220698358747
rmse_grass,0.13958870258593498
R2_grass,0.6298177658843737
biasabs_grass,0.09200205805828067
nse_crop,0.12429186132279635
rmse_crop,0.15603740394225368
R2_crop,0.6401934197987292
biasabs_crop,0.10316756215869723
rmse_0_5,0.08790152352652975
rmse_5_10,0.12687129795419433
rmse_10_15,0.1465992827169343
rmse_15_20,0.15735369182740644
