,0
nse,-0.050633767004639285
rmse,0.15285939145164334
R2,0.5764952505758918
biasabs,0.10236730693681889
nse_forest,-0.03975971900813713
rmse_forest,0.14802310379644376
R2_forest,0.558962989739065
biasabs_forest,0.09573422671111985
nse_shrub,-0.20369823641599938
rmse_shrub,0.1511803645957116
R2_shrub,0.5462015778297851
biasabs_shrub,0.10573179639585469
nse_grass,0.016741508671126226
rmse_grass,0.14554772150267753
R2_grass,0.5953696635561229
biasabs_grass,0.0965586337250611
nse_crop,0.009392883104970773
rmse_crop,0.16668637591174046
R2_crop,0.6054467711785944
biasabs_crop,0.11144457091523997
rmse_0_5,0.0848936998808237
rmse_5_10,0.13213320960099834
rmse_10_15,0.15765065667850797
rmse_15_20,0.17224568732421533
