,0
nse,0.018218929992898314
rmse,0.15318536792574916
R2,0.5346039406623517
biasabs,0.0935994573315156
nse_forest,-0.02815863944812902
rmse_forest,0.1520686178496156
R2_forest,0.5005261219198801
biasabs_forest,0.09255668886443068
nse_shrub,-0.03545834554483962
rmse_shrub,0.13978260627143882
R2_shrub,0.5433784944636919
biasabs_shrub,0.08956026649838743
nse_grass,-0.005006824875712468
rmse_grass,0.15223578993724773
R2_grass,0.5166127690485129
biasabs_grass,0.09119918800544065
nse_crop,0.1318435905787403
rmse_crop,0.16865445764469444
R2_crop,0.5778983772173217
biasabs_crop,0.10108168595780365
rmse_0_5,0.09298372367558366
rmse_5_10,0.12878455040827724
rmse_10_15,0.15628475904685968
rmse_15_20,0.17070211631536464
