,0
nse,-0.0971520165718891
rmse,0.16002932920583618
R2,0.59796292178571
biasabs,0.11224099318722533
nse_forest,-0.022921376911742453
rmse_forest,0.14962111419218932
R2_forest,0.5891475407308694
biasabs_forest,0.10201486731876265
nse_shrub,-0.1957790637922434
rmse_shrub,0.15468671124536043
R2_shrub,0.5948455551379347
biasabs_shrub,0.11116632844419806
nse_grass,-0.0781295651427305
rmse_grass,0.15612033629994043
R2_grass,0.6096823206927392
biasabs_grass,0.11028685069850609
nse_crop,-0.09910788085463151
rmse_crop,0.1796891550858546
R2_crop,0.5981762705812964
biasabs_crop,0.12549592628743453
rmse_0_5,0.08831346534604202
rmse_5_10,0.135510647753178
rmse_10_15,0.16781816526765844
rmse_15_20,0.18178409324632497
