,0
nse,0.028029518781228724
rmse,0.14599052246431024
R2,0.6154917719021902
biasabs,0.09675155000091715
nse_forest,-0.0010799856192673651
rmse_forest,0.14433006687854041
R2_forest,0.5874855452440508
biasabs_forest,0.09336755118731731
nse_shrub,-0.07301172117962329
rmse_shrub,0.14134605984029244
R2_shrub,0.6075170365931425
biasabs_shrub,0.09769494508841953
nse_grass,0.058245811719289886
rmse_grass,0.14167749591989492
R2_grass,0.625995199524271
biasabs_grass,0.09273412383079341
nse_crop,0.11785819365659767
rmse_crop,0.15660846721851318
R2_crop,0.6409693062472964
biasabs_crop,0.10320957989713828
rmse_0_5,0.0885134061580536
rmse_5_10,0.12973468739197583
rmse_10_15,0.14747471393639458
rmse_15_20,0.15907121241202685
