,0
nse,0.041833529990439544
rmse,0.14534315636714726
R2,0.6162292419510087
biasabs,0.09680106396724468
nse_forest,0.02330577799750877
rmse_forest,0.1427445976624117
R2_forest,0.5949131485524534
biasabs_forest,0.09340218801182047
nse_shrub,-0.05319562890609486
rmse_shrub,0.14112382815573632
R2_shrub,0.597489926889137
biasabs_shrub,0.09703489809055625
nse_grass,0.06936957047895853
rmse_grass,0.14073181867561804
R2_grass,0.6285308791724249
biasabs_grass,0.0928545314847948
nse_crop,0.11966784602892755
rmse_crop,0.1567723809748229
R2_crop,0.6439830131900195
biasabs_crop,0.10391263828180718
rmse_0_5,0.09005687039971988
rmse_5_10,0.12875190309535206
rmse_10_15,0.14822097530163975
rmse_15_20,0.15632643395051266
