,0
nse,-0.07030396214115875
rmse,0.1539352456106914
R2,0.5791458310327748
biasabs,0.10338242993276733
nse_forest,-0.10669361733483695
rmse_forest,0.15247696782496475
R2_forest,0.5435203133207862
biasabs_forest,0.09944995184525025
nse_shrub,-0.24688177518367915
rmse_shrub,0.15344845747959757
R2_shrub,0.5529995609197975
biasabs_shrub,0.10943331483662126
nse_grass,0.003860164876071215
rmse_grass,0.14619056528781943
R2_grass,0.6016362577985751
biasabs_grass,0.096718382122306
nse_crop,0.044498666544623644
rmse_crop,0.16362499185038384
R2_crop,0.6184271920919406
biasabs_crop,0.10792807092689181
rmse_0_5,0.09422028834052398
rmse_5_10,0.13753063479566313
rmse_10_15,0.15628675721397983
rmse_15_20,0.16715674717347156
