,0
nse,-0.002428119769599668
rmse,0.14803653950549817
R2,0.602311618607569
biasabs,0.09817874385351905
nse_forest,-0.02027461263073871
rmse_forest,0.14560912936420026
R2_forest,0.5782809318120805
biasabs_forest,0.09553226587579092
nse_shrub,-0.15574517248526965
rmse_shrub,0.1467881122782932
R2_shrub,0.5844715315438442
biasabs_shrub,0.10287299372203951
nse_grass,0.037554915575925385
rmse_grass,0.1426693949199889
R2_grass,0.6143289249078198
biasabs_grass,0.09181195475311885
nse_crop,0.11016774002601992
rmse_crop,0.15707952145951037
R2_crop,0.6321650861665314
biasabs_crop,0.10249776106312691
rmse_0_5,0.09062556367500249
rmse_5_10,0.131429848131461
rmse_10_15,0.15105840017591002
rmse_15_20,0.16081381511097245
